to break free	0.0485436893203883
I want to	0.0436893203883495
want to break	0.0339805825242718
break free I	0.0242718446601942
I ve fallen	0.0194174757281553
fallen in love	0.0194174757281553
ve fallen in	0.0194174757281553
I ve got	0.0145631067961165
I want I	0.0145631067961165
Oh how I	0.0145631067961165
free I want	0.0145631067961165
got to break	0.0145631067961165
how I want	0.0145631067961165
ve got to	0.0145631067961165
want I want	0.0145631067961165
God knows God	0.00970873786407767
God knows I	0.00970873786407767
I can t	0.00970873786407767
I don t	0.00970873786407767
can t get	0.00970873786407767
free I ve	0.00970873786407767
knows God knows	0.00970873786407767
to be free	0.00970873786407767
want to be	0.00970873786407767
And this time	0.00485436893203883
But I have	0.00485436893203883
But life still	0.00485436893203883
God knows got	0.00485436893203883
I have to	0.00485436893203883
I know it	0.00485436893203883
I walk out	0.00485436893203883
It s strange	0.00485436893203883
Living without you	0.00485436893203883
So baby can	0.00485436893203883
When I walk	0.00485436893203883
You re so	0.00485436893203883
alone hey God	0.00485436893203883
baby Oh how	0.00485436893203883
baby can t	0.00485436893203883
be free Oh	0.00485436893203883
be free baby	0.00485436893203883
be sure When	0.00485436893203883
break free But	0.00485436893203883
break free God	0.00485436893203883
break free from	0.00485436893203883
break free yeah	0.00485436893203883
but it s	0.00485436893203883
by my side	0.00485436893203883
can t you	0.00485436893203883
do But I	0.00485436893203883
