think you re	0.0187793427230047
who do you	0.0187793427230047
you re crazy	0.0187793427230047
Does that make	0.0140845070422535
I think you	0.0140845070422535
do you who	0.0140845070422535
make me crazy	0.0140845070422535
that make me	0.0140845070422535
you who do	0.0140845070422535
I remember when	0.00938967136150235
I was little	0.00938967136150235
crazy Does that	0.00938967136150235
crazy I think	0.00938967136150235
me crazy Does	0.00938967136150235
re crazy I	0.00938967136150235
remember when I	0.00938967136150235
since I was	0.00938967136150235
And I can	0.00469483568075117
And I hope	0.00469483568075117
And all I	0.00469483568075117
And it s	0.00469483568075117
And when you	0.00469483568075117
But it wasn	0.00469483568075117
But think twice	0.00469483568075117
Come on now	0.00469483568075117
Even your emotions	0.00469483568075117
Ever since I	0.00469483568075117
Ha ha ha	0.00469483568075117
I can die	0.00469483568075117
I didn t	0.00469483568075117
I hope that	0.00469483568075117
I just knew	0.00469483568075117
I lost my	0.00469483568075117
I m crazy	0.00469483568075117
I m done	0.00469483568075117
I remember I	0.00469483568075117
I remember is	0.00469483568075117
I ve come	0.00469483568075117
I want to	0.00469483568075117
I was out	0.00469483568075117
In so much	0.00469483568075117
Just like me	0.00469483568075117
Maybe I m	0.00469483568075117
Maybe we re	0.00469483568075117
Maybe you re	0.00469483568075117
My heroes had	0.00469483568075117
Probably And I	0.00469483568075117
Probably Uh uh	0.00469483568075117
There was something	0.00469483568075117
Well I think	0.00469483568075117
